linesolver
iteration 1: energy = 1055937.340057 = 1055937.340057, xb = 186525.317616, voltage energy = 476536.661950, gap = 1159423.3667741271201521
iteration 1: energy = 1055937.340057 = 1055937.340057, xb = 186525.317616, voltage energy = 476536.661950, gap = 1159423.3667741271201521
iteration 2: energy = 579492.096814 = 579492.096814, xb = 155270.320457, voltage energy = 228128.759643, gap = 497080.2155420726630837
iteration 3: energy = 375048.434640 = 375048.434640, xb = 144700.474598, voltage energy = 185029.340921, gap = 270676.8263652708847076
iteration 4: energy = 278703.103532 = 278703.103532, xb = 153232.188508, voltage energy = 200823.374769, gap = 173062.1012847455858719
iteration 5: energy = 211158.016130 = 211158.016130, xb = 139225.660525, voltage energy = 145644.881311, gap = 78351.5763899336452596
iteration 6: energy = 166585.710332 = 166585.710332, xb = 140090.364227, voltage energy = 152195.969398, gap = 38600.9512765487015713
iteration 7: energy = 154872.881782 = 154872.881782, xb = 139841.239600, voltage energy = 145364.813501, gap = 20555.2160829723288771
iteration 8: energy = 148349.034709 = 148349.034709, xb = 139855.408085, voltage energy = 140931.587759, gap = 9569.8062984309799504
iteration 9: energy = 145986.949632 = 145986.949632, xb = 139905.534717, voltage energy = 141842.494567, gap = 8018.3747654462349601
iteration 10: energy = 144274.454743 = 144274.454743, xb = 140357.048238, voltage energy = 141289.979060, gap = 4850.3373268346185796
iteration 11: energy = 143576.102524 = 143576.102523, xb = 139885.187985, voltage energy = 140311.106747, gap = 4116.8333007041364908
iteration 12: energy = 141046.846805 = 141046.846804, xb = 139932.985542, voltage energy = 139998.771347, gap = 1179.6470681239734404
iteration 13: energy = 140867.441069 = 140867.441069, xb = 139898.170650, voltage energy = 139912.383942, gap = 983.4837108285864815
iteration 14: energy = 140796.104352 = 140796.104351, xb = 139969.693839, voltage energy = 140017.764936, gap = 874.4816088241932448
iteration 15: energy = 140739.419318 = 140739.419318, xb = 139952.106598, voltage energy = 139966.989901, gap = 802.1960234959842637
iteration 16: energy = 140202.939270 = 140202.939270, xb = 139915.854078, voltage energy = 139916.432458, gap = 287.6635727193497587
iteration 17: energy = 140159.800715 = 140159.800714, xb = 139972.716269, voltage energy = 139997.458695, gap = 211.8268711331766099
iteration 18: energy = 140019.068171 = 140019.068170, xb = 139944.540198, voltage energy = 140216.265035, gap = 346.2528093959263060
iteration 19: energy = 139968.045627 = 139968.045626, xb = 139953.404716, voltage energy = 139958.279590, gap = 19.5157846385263838
iteration 20: energy = 139963.051593 = 139963.051591, xb = 139945.210154, voltage energy = 139937.744555, gap = 10.3758376791083720
iteration 21: energy = 139960.631438 = 139960.631436, xb = 139953.397511, voltage energy = 139953.102964, gap = 6.9393768361769617
iteration 22: energy = 139958.809582 = 139958.809580, xb = 139953.939267, voltage energy = 139954.125161, gap = 5.0562068168655969
iteration 23: energy = 139955.891741 = 139955.891739, xb = 139954.133924, voltage energy = 139954.367957, gap = 1.9918469912372530
iteration 24: energy = 139955.109540 = 139955.109537, xb = 139955.808517, voltage energy = 139957.488206, gap = 0.9807088767993264
iteration 25: energy = 139954.925935 = 139954.925930, xb = 139952.635057, voltage energy = 139951.161581, gap = 0.8173985698085744
iteration 26: energy = 139954.516966 = 139954.516960, xb = 139953.648134, voltage energy = 139953.198880, gap = 0.4195722803706303
iteration 27: energy = 139954.440650 = 139954.440643, xb = 139954.231543, voltage energy = 139954.279138, gap = 0.2566942975972779
iteration 28: energy = 139954.249750 = 139954.249741, xb = 139954.297798, voltage energy = 139954.404339, gap = 0.0584845584235154
iteration 29: energy = 139954.237791 = 139954.237780, xb = 139954.169015, voltage energy = 139954.141628, gap = 0.0413780424860306
iteration 30: energy = 139954.232863 = 139954.232850, xb = 139954.278709, voltage energy = 139954.360219, gap = 0.0356519816850778
iteration 31: energy = 139954.218471 = 139954.218455, xb = 139954.107342, voltage energy = 139954.016649, gap = 0.0204190636868589
iteration 32: energy = 139954.214053 = 139954.214035, xb = 139954.190431, voltage energy = 139954.182948, gap = 0.0161207155906595
iteration 33: energy = 139954.212496 = 139954.212476, xb = 139954.163106, voltage energy = 139954.127725, gap = 0.0139900830981787
iteration 34: energy = 139954.212204 = 139954.212182, xb = 139954.311207, voltage energy = 139954.423898, gap = 0.0136658599076327
iteration 35: energy = 139954.202378 = 139954.202354, xb = 139954.202518, voltage energy = 139954.206413, gap = 0.0037315861263778
iteration 36: energy = 139954.199113 = 139954.199087, xb = 139954.203941, voltage energy = 139954.209206, gap = 0.0004119639925193
iteration 37: energy = 139954.199001 = 139954.198975, xb = 139954.187520, voltage energy = 139954.176297, gap = 0.0002318776387256
iteration 38: energy = 139954.198920 = 139954.198893, xb = 139954.195118, voltage energy = 139954.191481, gap = 0.0001369197270833
iteration 39: energy = 139954.198883 = 139954.198855, xb = 139954.197085, voltage energy = 139954.195380, gap = 0.0000644626270514
iteration 40: energy = 139954.198840 = 139954.198812, xb = 139954.200982, voltage energy = 139954.203214, gap = 0.0000619602797087
iteration 41: energy = 139954.198835 = 139954.198807, xb = 139954.199151, voltage energy = 139954.199510, gap = 0.0000155802699737
iteration 42: energy = 139954.198829 = 139954.198801, xb = 139954.197813, voltage energy = 139954.196832, gap = 0.0000068651279435
iteration 43: energy = 139954.198828 = 139954.198799, xb = 139954.198892, voltage energy = 139954.198989, gap = 0.0000046220375225
iteration 44: energy = 139954.198825 = 139954.198797, xb = 139954.199625, voltage energy = 139954.200457, gap = 0.0000042678730097
iteration 45: energy = 139954.198825 = 139954.198796, xb = 139954.198962, voltage energy = 139954.199129, gap = 0.0000014503020793
iteration 46: energy = 139954.198824 = 139954.198795, xb = 139954.198112, voltage energy = 139954.197429, gap = 0.0000009594950825
linesolver
iteration 1: energy = 1055937.340057 = 1055937.340057, xb = 186525.317616, voltage energy = 476536.661950, gap = 1159423.3667741271201521
iteration 2: energy = 579492.096814 = 579492.096814, xb = 155270.320457, voltage energy = 228128.759643, gap = 497080.2155420726630837
iteration 3: energy = 375048.434640 = 375048.434640, xb = 144700.474598, voltage energy = 185029.340921, gap = 270676.8263652708847076
iteration 4: energy = 278703.103532 = 278703.103532, xb = 153232.188508, voltage energy = 200823.374769, gap = 173062.1012847455858719
iteration 5: energy = 211158.016130 = 211158.016130, xb = 139225.660525, voltage energy = 145644.881311, gap = 78351.5763899336452596
iteration 6: energy = 166585.710332 = 166585.710332, xb = 140090.364227, voltage energy = 152195.969398, gap = 38600.9512765487015713
iteration 7: energy = 154872.881782 = 154872.881782, xb = 139841.239600, voltage energy = 145364.813501, gap = 20555.2160829723288771
iteration 8: energy = 148349.034709 = 148349.034709, xb = 139855.408085, voltage energy = 140931.587759, gap = 9569.8062984309799504
iteration 9: energy = 145986.949632 = 145986.949632, xb = 139905.534717, voltage energy = 141842.494567, gap = 8018.3747654462349601
iteration 10: energy = 144274.454743 = 144274.454743, xb = 140357.048238, voltage energy = 141289.979060, gap = 4850.3373268346185796
iteration 11: energy = 143576.102524 = 143576.102523, xb = 139885.187985, voltage energy = 140311.106747, gap = 4116.8333007041364908
iteration 12: energy = 141046.846805 = 141046.846804, xb = 139932.985542, voltage energy = 139998.771347, gap = 1179.6470681239734404
iteration 13: energy = 140867.441069 = 140867.441069, xb = 139898.170650, voltage energy = 139912.383942, gap = 983.4837108285864815
iteration 14: energy = 140796.104352 = 140796.104351, xb = 139969.693839, voltage energy = 140017.764936, gap = 874.4816088241932448
iteration 15: energy = 140739.419318 = 140739.419318, xb = 139952.106598, voltage energy = 139966.989901, gap = 802.1960234959842637
iteration 16: energy = 140202.939270 = 140202.939270, xb = 139915.854078, voltage energy = 139916.432458, gap = 287.6635727193497587
iteration 17: energy = 140159.800715 = 140159.800714, xb = 139972.716269, voltage energy = 139997.458695, gap = 211.8268711331766099
iteration 18: energy = 140019.068171 = 140019.068170, xb = 139944.540198, voltage energy = 140216.265035, gap = 346.2528093959263060
iteration 19: energy = 139968.045627 = 139968.045626, xb = 139953.404716, voltage energy = 139958.279590, gap = 19.5157846385263838
iteration 20: energy = 139963.051593 = 139963.051591, xb = 139945.210154, voltage energy = 139937.744555, gap = 10.3758376791083720
iteration 21: energy = 139960.631438 = 139960.631436, xb = 139953.397511, voltage energy = 139953.102964, gap = 6.9393768361769617
iteration 22: energy = 139958.809582 = 139958.809580, xb = 139953.939267, voltage energy = 139954.125161, gap = 5.0562068168655969
iteration 23: energy = 139955.891741 = 139955.891739, xb = 139954.133924, voltage energy = 139954.367957, gap = 1.9918469912372530
iteration 24: energy = 139955.109540 = 139955.109537, xb = 139955.808517, voltage energy = 139957.488206, gap = 0.9807088767993264
iteration 25: energy = 139954.925935 = 139954.925930, xb = 139952.635057, voltage energy = 139951.161581, gap = 0.8173985698085744
iteration 26: energy = 139954.516966 = 139954.516960, xb = 139953.648134, voltage energy = 139953.198880, gap = 0.4195722803706303
iteration 27: energy = 139954.440650 = 139954.440643, xb = 139954.231543, voltage energy = 139954.279138, gap = 0.2566942975972779
iteration 28: energy = 139954.249750 = 139954.249741, xb = 139954.297798, voltage energy = 139954.404339, gap = 0.0584845584235154
iteration 29: energy = 139954.237791 = 139954.237780, xb = 139954.169015, voltage energy = 139954.141628, gap = 0.0413780424860306
iteration 30: energy = 139954.232863 = 139954.232850, xb = 139954.278709, voltage energy = 139954.360219, gap = 0.0356519816850778
iteration 31: energy = 139954.218471 = 139954.218455, xb = 139954.107342, voltage energy = 139954.016649, gap = 0.0204190636868589
iteration 32: energy = 139954.214053 = 139954.214035, xb = 139954.190431, voltage energy = 139954.182948, gap = 0.0161207155906595
iteration 33: energy = 139954.212496 = 139954.212476, xb = 139954.163106, voltage energy = 139954.127725, gap = 0.0139900830981787
iteration 34: energy = 139954.212204 = 139954.212182, xb = 139954.311207, voltage energy = 139954.423898, gap = 0.0136658599076327
iteration 35: energy = 139954.202378 = 139954.202354, xb = 139954.202518, voltage energy = 139954.206413, gap = 0.0037315861263778
iteration 36: energy = 139954.199113 = 139954.199087, xb = 139954.203941, voltage energy = 139954.209206, gap = 0.0004119639925193
iteration 37: energy = 139954.199001 = 139954.198975, xb = 139954.187520, voltage energy = 139954.176297, gap = 0.0002318776387256
iteration 38: energy = 139954.198920 = 139954.198893, xb = 139954.195118, voltage energy = 139954.191481, gap = 0.0001369197270833
iteration 39: energy = 139954.198883 = 139954.198855, xb = 139954.197085, voltage energy = 139954.195380, gap = 0.0000644626270514
iteration 40: energy = 139954.198840 = 139954.198812, xb = 139954.200982, voltage energy = 139954.203214, gap = 0.0000619602797087
iteration 41: energy = 139954.198835 = 139954.198807, xb = 139954.199151, voltage energy = 139954.199510, gap = 0.0000155802699737
iteration 42: energy = 139954.198829 = 139954.198801, xb = 139954.197813, voltage energy = 139954.196832, gap = 0.0000068651279435
iteration 43: energy = 139954.198828 = 139954.198799, xb = 139954.198892, voltage energy = 139954.198989, gap = 0.0000046220375225
iteration 44: energy = 139954.198825 = 139954.198797, xb = 139954.199625, voltage energy = 139954.200457, gap = 0.0000042678730097
iteration 45: energy = 139954.198825 = 139954.198796, xb = 139954.198962, voltage energy = 139954.199129, gap = 0.0000014503020793
iteration 46: energy = 139954.198824 = 139954.198795, xb = 139954.198112, voltage energy = 139954.197429, gap = 0.0000009594950825
linesolver
iteration 1: energy = 1055937.340057 = 1055937.340057, xb = 186525.317616, voltage energy = 476536.661950, gap = 1159423.3667741271201521
iteration 2: energy = 579492.096814 = 579492.096814, xb = 155270.320457, voltage energy = 228128.759643, gap = 497080.2155420726630837
iteration 3: energy = 375048.434640 = 375048.434640, xb = 144700.474598, voltage energy = 185029.340921, gap = 270676.8263652708847076
iteration 4: energy = 278703.103532 = 278703.103532, xb = 153232.188508, voltage energy = 200823.374769, gap = 173062.1012847455858719
iteration 5: energy = 211158.016130 = 211158.016130, xb = 139225.660525, voltage energy = 145644.881311, gap = 78351.5763899336452596
iteration 6: energy = 166585.710332 = 166585.710332, xb = 140090.364227, voltage energy = 152195.969398, gap = 38600.9512765487015713
iteration 7: energy = 154872.881782 = 154872.881782, xb = 139841.239600, voltage energy = 145364.813501, gap = 20555.2160829723288771
iteration 8: energy = 148349.034709 = 148349.034709, xb = 139855.408085, voltage energy = 140931.587759, gap = 9569.8062984309799504
iteration 9: energy = 145986.949632 = 145986.949632, xb = 139905.534717, voltage energy = 141842.494567, gap = 8018.3747654462349601
iteration 10: energy = 144274.454743 = 144274.454743, xb = 140357.048238, voltage energy = 141289.979060, gap = 4850.3373268346185796
iteration 11: energy = 143576.102524 = 143576.102523, xb = 139885.187985, voltage energy = 140311.106747, gap = 4116.8333007041364908
iteration 12: energy = 141046.846805 = 141046.846804, xb = 139932.985542, voltage energy = 139998.771347, gap = 1179.6470681239734404
iteration 13: energy = 140867.441069 = 140867.441069, xb = 139898.170650, voltage energy = 139912.383942, gap = 983.4837108285864815
iteration 14: energy = 140796.104352 = 140796.104351, xb = 139969.693839, voltage energy = 140017.764936, gap = 874.4816088241932448
iteration 15: energy = 140739.419318 = 140739.419318, xb = 139952.106598, voltage energy = 139966.989901, gap = 802.1960234959842637
iteration 16: energy = 140202.939270 = 140202.939270, xb = 139915.854078, voltage energy = 139916.432458, gap = 287.6635727193497587
iteration 17: energy = 140159.800715 = 140159.800714, xb = 139972.716269, voltage energy = 139997.458695, gap = 211.8268711331766099
iteration 18: energy = 140019.068171 = 140019.068170, xb = 139944.540198, voltage energy = 140216.265035, gap = 346.2528093959263060
